member_id,first_name,last_name,neighborhood,grade,book_id,checkout_date,genre,pages,publication_year,publisher
1008,Ziad,Saleh,Maadi,8.0,511,2024-06-27,Historical,117.0,2016.0,Nile Press
1009,Hassan,Saleh,Maadi,6.0,513,2025-07-22,Science,294.0,2021.0,Oasis Books
1010,Nour,Nabil,Maadi,6.0,528,2025-11-11,Nature,114.0,2010.0,Delta House
1010,Nour,Nabil,Maadi,6.0,501,2025-02-17,Adventure,128.0,2017.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,519,2025-07-11,Friendship,157.0,2014.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,515,2024-11-27,Poetry,316.0,2022.0,Cairo Young Readers
1010,Nour,Nabil,Maadi,6.0,513,2025-08-27,Science,294.0,2021.0,Oasis Books
1010,Nour,Nabil,Maadi,6.0,507,2025-01-27,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,520,2025-08-11,Science Fiction,136.0,2009.0,Oasis Books
1010,Nour,Nabil,Maadi,6.0,507,2025-09-02,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,514,2025-09-08,Science Fiction,328.0,2023.0,Cairo Young Readers
1010,Nour,Nabil,Maadi,6.0,505,2024-06-14,Historical,216.0,2024.0,Oasis Books
1010,Nour,Nabil,Maadi,6.0,502,2024-10-05,Adventure,109.0,2018.0,Delta House
1010,Nour,Nabil,Maadi,6.0,507,2025-11-14,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,507,2025-06-22,Science,160.0,2024.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,520,2024-07-28,Science Fiction,136.0,2009.0,Oasis Books
1010,Nour,Nabil,Maadi,6.0,506,2025-02-22,Friendship,183.0,2017.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,527,2024-05-20,Nature,328.0,2017.0,Delta House
1010,Nour,Nabil,Maadi,6.0,509,2024-02-28,Mystery,221.0,2011.0,Nile Press
1010,Nour,Nabil,Maadi,6.0,519,2024-06-28,Friendship,157.0,2014.0,Nile Press
1011,Menna,Halim,Maadi,8.0,501,2024-11-24,Adventure,128.0,2017.0,Nile Press
1011,Menna,Halim,Maadi,8.0,516,2025-10-02,Nature,241.0,2010.0,Nile Press
1013,Ziad,Fouad,Maadi,8.0,519,2025-07-27,Friendship,157.0,2014.0,Nile Press
1013,Ziad,Fouad,Maadi,8.0,510,2024-11-21,Mystery,134.0,2013.0,Cairo Young Readers
1014,Habiba,Nabil,Maadi,6.0,513,2024-03-06,Science,294.0,2021.0,Oasis Books
1015,Hamza,Sabry,Maadi,7.0,511,2025-10-13,Historical,117.0,2016.0,Nile Press
1015,Hamza,Sabry,Maadi,7.0,501,2024-08-04,Adventure,128.0,2017.0,Nile Press
1015,Hamza,Sabry,Maadi,7.0,525,2025-08-08,Adventure,297.0,2015.0,Oasis Books
1016,Dina,Rashad,Maadi,8.0,506,2024-04-15,Friendship,183.0,2017.0,Nile Press
1016,Dina,Rashad,Maadi,8.0,529,2025-01-23,Mystery,298.0,2017.0,Cairo Young Readers
1016,Dina,Rashad,Maadi,8.0,507,2025-02-18,Science,160.0,2024.0,Nile Press
1016,Dina,Rashad,Maadi,8.0,518,2025-06-28,Adventure,163.0,2011.0,Delta House
1016,Dina,Rashad,Maadi,8.0,505,2025-04-28,Historical,216.0,2024.0,Oasis Books
1016,Dina,Rashad,Maadi,8.0,509,2024-12-21,Mystery,221.0,2011.0,Nile Press
1016,Dina,Rashad,Maadi,8.0,527,2024-12-03,Nature,328.0,2017.0,Delta House
1017,Adam,Badr,Maadi,9.0,507,2025-01-19,Science,160.0,2024.0,Nile Press
1017,Adam,Badr,Maadi,9.0,502,2025-08-25,Adventure,109.0,2018.0,Delta House
1018,Ahmed,Shafik,Maadi,9.0,501,2025-10-05,Adventure,128.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,507,2025-03-09,Science,160.0,2024.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,515,2024-10-22,Poetry,316.0,2022.0,Cairo Young Readers
1018,Ahmed,Shafik,Maadi,9.0,513,2025-01-08,Science,294.0,2021.0,Oasis Books
1018,Ahmed,Shafik,Maadi,9.0,510,2024-07-01,Mystery,134.0,2013.0,Cairo Young Readers
1018,Ahmed,Shafik,Maadi,9.0,519,2024-11-04,Friendship,157.0,2014.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,519,2024-08-06,Friendship,157.0,2014.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,501,2024-09-05,Adventure,128.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,507,2025-06-26,Science,160.0,2024.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,507,2024-05-15,Science,160.0,2024.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,506,2025-10-10,Friendship,183.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,501,2024-06-20,Adventure,128.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,503,2024-10-07,Historical,259.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,503,2025-08-04,Historical,259.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,506,2025-04-21,Friendship,183.0,2017.0,Nile Press
1018,Ahmed,Shafik,Maadi,9.0,525,2025-08-19,Adventure,297.0,2015.0,Oasis Books
1018,Ahmed,Shafik,Maadi,9.0,513,2024-07-21,Science,294.0,2021.0,Oasis Books
1019,Mostafa,Wahba,Maadi,6.0,507,2025-03-20,Science,160.0,2024.0,Nile Press
1019,Mostafa,Wahba,Maadi,6.0,501,2024-06-20,Adventure,128.0,2017.0,Nile Press
1020,Rana,Fouad,Maadi,6.0,530,2025-12-28,Adventure,208.0,2012.0,Oasis Books
1020,Rana,Fouad,Maadi,6.0,532,2025-05-25,Friendship,337.0,2017.0,Oasis Books
1020,Rana,Fouad,Maadi,6.0,519,2025-02-03,Friendship,157.0,2014.0,Nile Press
1020,Rana,Fouad,Maadi,6.0,522,2025-02-26,Mystery,104.0,2016.0,Cairo Young Readers
1020,Rana,Fouad,Maadi,6.0,511,2025-12-03,Historical,117.0,2016.0,Nile Press
1020,Rana,Fouad,Maadi,6.0,501,2024-08-01,Adventure,128.0,2017.0,Nile Press
1020,Rana,Fouad,Maadi,6.0,515,2024-12-06,Poetry,316.0,2022.0,Cairo Young Readers
1022,Youssef,Fouad,Maadi,7.0,513,2024-04-22,Science,294.0,2021.0,Oasis Books
1022,Youssef,Fouad,Maadi,7.0,527,2024-11-22,Nature,328.0,2017.0,Delta House
1022,Youssef,Fouad,Maadi,7.0,513,2024-02-22,Science,294.0,2021.0,Oasis Books
1022,Youssef,Fouad,Maadi,7.0,506,2025-04-28,Friendship,183.0,2017.0,Nile Press
1022,Youssef,Fouad,Maadi,7.0,501,2025-02-17,Adventure,128.0,2017.0,Nile Press
1022,Youssef,Fouad,Maadi,7.0,513,2024-03-17,Science,294.0,2021.0,Oasis Books
1023,Hassan,Rashad,Nasr City,8.0,507,2025-05-11,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,506,2025-06-13,Friendship,183.0,2017.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,501,2025-11-07,Adventure,128.0,2017.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,518,2025-10-02,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,Nasr City,8.0,525,2025-10-14,Adventure,297.0,2015.0,Oasis Books
1024,Youssef,Hegazy,Nasr City,8.0,518,2025-10-22,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,Nasr City,8.0,501,2025-06-12,Adventure,128.0,2017.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,513,2024-09-17,Science,294.0,2021.0,Oasis Books
1024,Youssef,Hegazy,Nasr City,8.0,518,2025-02-26,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,Nasr City,8.0,503,2025-09-04,Historical,259.0,2017.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,518,2025-08-21,Adventure,163.0,2011.0,Delta House
1024,Youssef,Hegazy,Nasr City,8.0,507,2025-02-22,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,505,2024-09-24,Historical,216.0,2024.0,Oasis Books
1024,Youssef,Hegazy,Nasr City,8.0,507,2025-02-02,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,507,2025-10-14,Science,160.0,2024.0,Nile Press
1024,Youssef,Hegazy,Nasr City,8.0,528,2025-12-16,Nature,114.0,2010.0,Delta House
1024,Youssef,Hegazy,Nasr City,8.0,519,2025-01-10,Friendship,157.0,2014.0,Nile Press
1026,Nada,Saleh,Nasr City,7.0,501,2024-12-15,Adventure,128.0,2017.0,Nile Press
1026,Nada,Saleh,Nasr City,7.0,501,2025-09-13,Adventure,128.0,2017.0,Nile Press
1026,Nada,Saleh,Nasr City,7.0,519,2025-10-22,Friendship,157.0,2014.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,507,2024-06-26,Science,160.0,2024.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,510,2024-09-12,Mystery,134.0,2013.0,Cairo Young Readers
1027,Mostafa,Fouad,Nasr City,9.0,532,2025-03-10,Friendship,337.0,2017.0,Oasis Books
1027,Mostafa,Fouad,Nasr City,9.0,532,2025-07-05,Friendship,337.0,2017.0,Oasis Books
1027,Mostafa,Fouad,Nasr City,9.0,507,2025-05-23,Science,160.0,2024.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,529,2025-02-09,Mystery,298.0,2017.0,Cairo Young Readers
1027,Mostafa,Fouad,Nasr City,9.0,511,2025-03-23,Historical,117.0,2016.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,516,2024-09-21,Nature,241.0,2010.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,524,2024-10-03,Historical,114.0,2016.0,Cairo Young Readers
1027,Mostafa,Fouad,Nasr City,9.0,519,2025-09-26,Friendship,157.0,2014.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,501,2025-03-05,Adventure,128.0,2017.0,Nile Press
1027,Mostafa,Fouad,Nasr City,9.0,532,2025-03-28,Friendship,337.0,2017.0,Oasis Books
1027,Mostafa,Fouad,Nasr City,9.0,517,2024-11-19,Mystery,338.0,2015.0,Delta House
1027,Mostafa,Fouad,Nasr City,9.0,505,2024-08-05,Historical,216.0,2024.0,Oasis Books
1027,Mostafa,Fouad,Nasr City,9.0,513,2025-03-04,Science,294.0,2021.0,Oasis Books
1027,Mostafa,Fouad,Nasr City,9.0,522,2025-02-24,Mystery,104.0,2016.0,Cairo Young Readers
1027,Mostafa,Fouad,Nasr City,9.0,513,2024-01-18,Science,294.0,2021.0,Oasis Books
1027,Mostafa,Fouad,Nasr City,9.0,501,2024-11-08,Adventure,128.0,2017.0,Nile Press
1028,Hassan,Adel,Nasr City,9.0,525,2025-07-12,Adventure,297.0,2015.0,Oasis Books
1028,Hassan,Adel,Nasr City,9.0,512,2025-10-05,Adventure,238.0,2022.0,Delta House
1028,Hassan,Adel,Nasr City,9.0,503,2025-12-24,Historical,259.0,2017.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,525,2025-01-03,Adventure,297.0,2015.0,Oasis Books
1030,Reem,Osman,Nasr City,8.0,519,2025-03-27,Friendship,157.0,2014.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,519,2025-08-27,Friendship,157.0,2014.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,513,2025-05-04,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,Nasr City,8.0,506,2024-05-14,Friendship,183.0,2017.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,513,2025-11-25,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,Nasr City,8.0,501,2025-11-26,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,501,2024-12-11,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,513,2025-09-13,Science,294.0,2021.0,Oasis Books
1030,Reem,Osman,Nasr City,8.0,501,2024-06-20,Adventure,128.0,2017.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,507,2024-05-12,Science,160.0,2024.0,Nile Press
1030,Reem,Osman,Nasr City,8.0,525,2025-05-18,Adventure,297.0,2015.0,Oasis Books
1030,Reem,Osman,Nasr City,8.0,526,2025-01-15,Science Fiction,125.0,2016.0,Delta House
1030,Reem,Osman,Nasr City,8.0,502,2025-12-04,Adventure,109.0,2018.0,Delta House
1030,Reem,Osman,Nasr City,8.0,530,2024-10-12,Adventure,208.0,2012.0,Oasis Books
1030,Reem,Osman,Nasr City,8.0,532,2024-10-03,Friendship,337.0,2017.0,Oasis Books
1031,Ali,Fahmy,Nasr City,8.0,521,2024-07-28,Science,211.0,2024.0,Cairo Young Readers
1032,Nada,Zaki,Nasr City,7.0,513,2025-06-21,Science,294.0,2021.0,Oasis Books
1032,Nada,Zaki,Nasr City,7.0,525,2024-03-04,Adventure,297.0,2015.0,Oasis Books
1032,Nada,Zaki,Nasr City,7.0,507,2025-12-08,Science,160.0,2024.0,Nile Press
1032,Nada,Zaki,Nasr City,7.0,507,2025-02-09,Science,160.0,2024.0,Nile Press
1032,Nada,Zaki,Nasr City,7.0,519,2024-01-15,Friendship,157.0,2014.0,Nile Press
1032,Nada,Zaki,Nasr City,7.0,503,2025-02-13,Historical,259.0,2017.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,505,2025-12-16,Historical,216.0,2024.0,Oasis Books
1034,Aya,Wahba,Nasr City,9.0,502,2024-08-11,Adventure,109.0,2018.0,Delta House
1034,Aya,Wahba,Nasr City,9.0,513,2025-03-06,Science,294.0,2021.0,Oasis Books
1034,Aya,Wahba,Nasr City,9.0,516,2025-07-17,Nature,241.0,2010.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,531,2025-12-28,Friendship,272.0,2018.0,Oasis Books
1034,Aya,Wahba,Nasr City,9.0,526,2025-06-06,Science Fiction,125.0,2016.0,Delta House
1034,Aya,Wahba,Nasr City,9.0,519,2024-09-15,Friendship,157.0,2014.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,502,2025-12-16,Adventure,109.0,2018.0,Delta House
1034,Aya,Wahba,Nasr City,9.0,525,2025-10-27,Adventure,297.0,2015.0,Oasis Books
1034,Aya,Wahba,Nasr City,9.0,516,2025-03-02,Nature,241.0,2010.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,529,2024-10-22,Mystery,298.0,2017.0,Cairo Young Readers
1034,Aya,Wahba,Nasr City,9.0,509,2025-02-23,Mystery,221.0,2011.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,529,2024-07-27,Mystery,298.0,2017.0,Cairo Young Readers
1034,Aya,Wahba,Nasr City,9.0,519,2025-05-28,Friendship,157.0,2014.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,512,2024-08-20,Adventure,238.0,2022.0,Delta House
1034,Aya,Wahba,Nasr City,9.0,506,2025-01-12,Friendship,183.0,2017.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,507,2025-03-25,Science,160.0,2024.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,525,2025-06-04,Adventure,297.0,2015.0,Oasis Books
1034,Aya,Wahba,Nasr City,9.0,501,2025-11-10,Adventure,128.0,2017.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,501,2025-08-20,Adventure,128.0,2017.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,522,2025-10-16,Mystery,104.0,2016.0,Cairo Young Readers
1034,Aya,Wahba,Nasr City,9.0,507,2024-12-02,Science,160.0,2024.0,Nile Press
1034,Aya,Wahba,Nasr City,9.0,528,2025-04-25,Nature,114.0,2010.0,Delta House
1035,Karim,Fahmy,Nasr City,9.0,511,2025-02-26,Historical,117.0,2016.0,Nile Press
1036,Lina,Zaki,Nasr City,7.0,521,2024-03-14,Science,211.0,2024.0,Cairo Young Readers
1037,Retaj,Kamel,Nasr City,8.0,525,2024-05-19,Adventure,297.0,2015.0,Oasis Books
1037,Retaj,Kamel,Nasr City,8.0,516,2025-09-08,Nature,241.0,2010.0,Nile Press
1039,Nada,Riad,Nasr City,7.0,501,2025-06-17,Adventure,128.0,2017.0,Nile Press
1039,Nada,Riad,Nasr City,7.0,516,2025-08-22,Nature,241.0,2010.0,Nile Press
1040,Dina,Adel,Nasr City,9.0,519,2025-10-11,Friendship,157.0,2014.0,Nile Press
1040,Dina,Adel,Nasr City,9.0,513,2025-03-07,Science,294.0,2021.0,Oasis Books
1041,Nada,Rashad,Nasr City,7.0,519,2025-07-27,Friendship,157.0,2014.0,Nile Press
1041,Nada,Rashad,Nasr City,7.0,509,2025-03-24,Mystery,221.0,2011.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,525,2024-07-10,Adventure,297.0,2015.0,Oasis Books
1044,Sherif,Saleh,Heliopolis,7.0,518,2025-01-24,Adventure,163.0,2011.0,Delta House
1044,Sherif,Saleh,Heliopolis,7.0,532,2025-04-23,Friendship,337.0,2017.0,Oasis Books
1044,Sherif,Saleh,Heliopolis,7.0,507,2025-04-28,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,509,2025-05-24,Mystery,221.0,2011.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,513,2025-04-26,Science,294.0,2021.0,Oasis Books
1044,Sherif,Saleh,Heliopolis,7.0,510,2025-02-01,Mystery,134.0,2013.0,Cairo Young Readers
1044,Sherif,Saleh,Heliopolis,7.0,516,2024-12-05,Nature,241.0,2010.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,527,2025-10-20,Nature,328.0,2017.0,Delta House
1044,Sherif,Saleh,Heliopolis,7.0,507,2025-08-05,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,518,2025-07-03,Adventure,163.0,2011.0,Delta House
1044,Sherif,Saleh,Heliopolis,7.0,519,2024-12-13,Friendship,157.0,2014.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,507,2024-02-07,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,512,2024-09-14,Adventure,238.0,2022.0,Delta House
1044,Sherif,Saleh,Heliopolis,7.0,519,2025-03-18,Friendship,157.0,2014.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,529,2025-06-25,Mystery,298.0,2017.0,Cairo Young Readers
1044,Sherif,Saleh,Heliopolis,7.0,507,2025-09-11,Science,160.0,2024.0,Nile Press
1044,Sherif,Saleh,Heliopolis,7.0,514,2025-07-01,Science Fiction,328.0,2023.0,Cairo Young Readers
1044,Sherif,Saleh,Heliopolis,7.0,525,2024-06-01,Adventure,297.0,2015.0,Oasis Books
1044,Sherif,Saleh,Heliopolis,7.0,513,2025-05-26,Science,294.0,2021.0,Oasis Books
1046,Amir,Fouad,Heliopolis,7.0,507,2024-06-09,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,517,2024-10-21,Mystery,338.0,2015.0,Delta House
1047,Sara,Rashad,Heliopolis,8.0,501,2024-10-18,Adventure,128.0,2017.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,509,2025-09-02,Mystery,221.0,2011.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,530,2024-12-05,Adventure,208.0,2012.0,Oasis Books
1047,Sara,Rashad,Heliopolis,8.0,510,2024-12-07,Mystery,134.0,2013.0,Cairo Young Readers
1047,Sara,Rashad,Heliopolis,8.0,516,2024-02-16,Nature,241.0,2010.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,507,2025-08-04,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,530,2024-04-07,Adventure,208.0,2012.0,Oasis Books
1047,Sara,Rashad,Heliopolis,8.0,507,2025-09-21,Science,160.0,2024.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,503,2025-06-16,Historical,259.0,2017.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,506,2024-03-12,Friendship,183.0,2017.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,501,2025-11-16,Adventure,128.0,2017.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,514,2025-07-06,Science Fiction,328.0,2023.0,Cairo Young Readers
1047,Sara,Rashad,Heliopolis,8.0,520,2025-06-01,Science Fiction,136.0,2009.0,Oasis Books
1047,Sara,Rashad,Heliopolis,8.0,506,2025-05-13,Friendship,183.0,2017.0,Nile Press
1047,Sara,Rashad,Heliopolis,8.0,506,2025-06-05,Friendship,183.0,2017.0,Nile Press
1049,Ahmed,Gamal,Heliopolis,6.0,513,2024-08-12,Science,294.0,2021.0,Oasis Books
1050,Fares,Adel,Heliopolis,6.0,519,2024-03-17,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,Heliopolis,6.0,505,2024-01-09,Historical,216.0,2024.0,Oasis Books
1050,Fares,Adel,Heliopolis,6.0,501,2024-05-07,Adventure,128.0,2017.0,Nile Press
1050,Fares,Adel,Heliopolis,6.0,525,2025-07-25,Adventure,297.0,2015.0,Oasis Books
1050,Fares,Adel,Heliopolis,6.0,519,2024-08-07,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,Heliopolis,6.0,514,2025-06-28,Science Fiction,328.0,2023.0,Cairo Young Readers
1050,Fares,Adel,Heliopolis,6.0,501,2025-09-10,Adventure,128.0,2017.0,Nile Press
1050,Fares,Adel,Heliopolis,6.0,529,2025-12-07,Mystery,298.0,2017.0,Cairo Young Readers
1050,Fares,Adel,Heliopolis,6.0,507,2025-04-23,Science,160.0,2024.0,Nile Press
1050,Fares,Adel,Heliopolis,6.0,519,2025-02-10,Friendship,157.0,2014.0,Nile Press
1050,Fares,Adel,Heliopolis,6.0,510,2024-04-11,Mystery,134.0,2013.0,Cairo Young Readers
1052,Retaj,Adel,Heliopolis,7.0,507,2024-09-02,Science,160.0,2024.0,Nile Press
1053,Adam,Shafik,Heliopolis,9.0,523,2024-02-04,Historical,276.0,2018.0,Oasis Books
1053,Adam,Shafik,Heliopolis,9.0,525,2024-02-13,Adventure,297.0,2015.0,Oasis Books
1053,Adam,Shafik,Heliopolis,9.0,525,2024-12-02,Adventure,297.0,2015.0,Oasis Books
1053,Adam,Shafik,Heliopolis,9.0,519,2024-06-01,Friendship,157.0,2014.0,Nile Press
1053,Adam,Shafik,Heliopolis,9.0,518,2024-11-28,Adventure,163.0,2011.0,Delta House
1054,Retaj,Fahmy,Heliopolis,6.0,507,2025-01-26,Science,160.0,2024.0,Nile Press
1054,Retaj,Fahmy,Heliopolis,6.0,517,2024-09-06,Mystery,338.0,2015.0,Delta House
1054,Retaj,Fahmy,Heliopolis,6.0,522,2024-09-06,Mystery,104.0,2016.0,Cairo Young Readers
1054,Retaj,Fahmy,Heliopolis,6.0,524,2024-02-25,Historical,114.0,2016.0,Cairo Young Readers
1054,Retaj,Fahmy,Heliopolis,6.0,513,2024-08-04,Science,294.0,2021.0,Oasis Books
1055,Mostafa,Kamel,Heliopolis,9.0,531,2025-11-24,Friendship,272.0,2018.0,Oasis Books
1055,Mostafa,Kamel,Heliopolis,9.0,520,2025-04-12,Science Fiction,136.0,2009.0,Oasis Books
1057,Ahmed,Fahmy,Heliopolis,8.0,513,2024-03-28,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,Heliopolis,8.0,519,2024-10-17,Friendship,157.0,2014.0,Nile Press
1057,Ahmed,Fahmy,Heliopolis,8.0,513,2024-02-22,Science,294.0,2021.0,Oasis Books
1057,Ahmed,Fahmy,Heliopolis,8.0,501,2025-11-16,Adventure,128.0,2017.0,Nile Press
